station_id,district_id,feature_week_start,feature_week_end,target_week_start,target_week_end,case_count_7d,case_count_previous_7d,case_count_previous_30d,case_count_previous_90d,growth_vs_previous_week,growth_vs_previous_30d,property_cases,women_cases,body_cases,economic_cases,cyber_cases,sll_cases,night_case_ratio,unique_accused_count,repeat_offender_case_count,historical_mean_7d,historical_stddev_7d,historical_z_score,target_risk,split
2516,1018,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2517,1018,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2518,1018,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2519,1018,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2520,1018,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2521,1018,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2522,1018,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,1,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2523,1018,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2524,1018,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2525,1018,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,1,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2526,1018,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2527,1018,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2528,1018,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,1,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.13,0.33,-0.38,0,train
2529,1018,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2530,1018,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2531,1018,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2532,1018,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2533,1018,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2534,1018,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2535,1018,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2536,1018,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2537,1018,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2538,1018,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2539,1018,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,1,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2540,1019,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2541,1019,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2542,1019,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2543,1019,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2544,1019,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2545,1019,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,1,1,1,-1.0000,-1.0000,0,0,0,0,0,0,0.0000,0,0,0.13,0.33,-0.38,0,train
2546,1019,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2547,1019,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2548,1019,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2549,1019,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,1,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2550,1019,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,1,1,1,-1.0000,-1.0000,0,0,0,0,0,0,0.0000,0,0,0.13,0.33,-0.38,0,train
2551,1019,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,1,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.13,0.33,-0.38,0,train
2552,1019,2025-10-18,2025-10-24,2025-10-25,2025-10-31,1,12,14,18,-0.9167,-0.6939,1,0,0,0,0,0,1.0000,1,1,2.00,3.81,-0.26,0,train
2553,1019,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,2,3,0.0000,-1.0000,0,0,0,0,0,0,0.0000,0,0,0.38,0.48,-0.77,0,train
2554,1019,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2555,1019,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,1,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.13,0.33,-0.38,0,train
2556,1019,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2557,1019,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2558,1019,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2559,1019,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2560,1019,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2561,1019,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2562,1019,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2563,1019,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2564,1019,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,1,1,0.0000,-1.0000,0,0,0,0,0,0,0.0000,0,0,0.13,0.33,-0.38,0,train
2565,1019,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2566,1019,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2567,1019,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2568,1019,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2569,1019,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2570,1020,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2571,1020,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2572,1020,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2573,1020,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2574,1020,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2575,1020,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2576,1020,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2577,1020,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2578,1020,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,2,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.13,0.33,-0.38,0,train
2579,1020,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2580,1020,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2581,1020,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,1,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.13,0.33,-0.38,0,train
2582,1020,2025-10-18,2025-10-24,2025-10-25,2025-10-31,1,1,2,2,0.0000,1.1429,0,1,0,0,0,0,0.0000,1,1,0.13,0.33,2.65,0,train
2583,1020,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,1,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2584,1020,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2585,1020,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2586,1020,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2587,1020,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2588,1020,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2589,1020,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2590,1020,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,1,4,4,-1.0000,-1.0000,0,0,0,0,0,0,0.0000,0,0,0.50,0.50,-1.00,1,train
2591,1020,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2592,1020,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2593,1020,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,1,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2594,1020,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2595,1020,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2596,1020,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2597,1020,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2598,1020,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,1,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.13,0.33,-0.38,0,train
2599,1020,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2600,1021,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2601,1021,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2602,1021,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,1,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.13,0.33,-0.38,0,train
2603,1021,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2604,1021,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2605,1021,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,1,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.13,0.33,-0.38,0,train
2606,1021,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2607,1021,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2608,1021,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2609,1021,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2610,1021,2025-10-18,2025-10-24,2025-10-25,2025-10-31,1,0,0,0,0.0000,0.0000,0,0,1,0,0,0,1.0000,1,0,0.00,0.00,2.50,0,train
2611,1021,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2612,1021,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2613,1021,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2614,1021,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2615,1021,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2616,1021,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2617,1021,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2618,1021,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2619,1021,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2620,1021,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2621,1021,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,1,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2622,1021,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2623,1021,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2624,1021,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2625,1021,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2626,1021,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2627,1021,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2628,1021,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2629,1021,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2630,1022,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2631,1022,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2632,1022,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2633,1022,2025-10-18,2025-10-24,2025-10-25,2025-10-31,4,6,12,15,-0.3333,0.4286,0,0,4,0,0,0,1.0000,1,4,1.25,1.92,1.43,0,train
2634,1022,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2635,1022,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2636,1022,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,1,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.13,0.33,-0.38,0,train
2637,1022,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2638,1022,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,1,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2639,1022,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2640,1022,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2641,1022,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2642,1022,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,25,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,2.88,4.96,-0.58,0,train
2643,1022,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,1,1,1,-1.0000,-1.0000,0,0,0,0,0,0,0.0000,0,0,0.13,0.33,-0.38,0,train
2644,1022,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2645,1022,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2646,1022,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2647,1022,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,1,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.13,0.33,-0.38,0,train
2648,1022,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2649,1022,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2650,1022,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2651,1022,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2652,1022,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2653,1022,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,1,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.13,0.33,-0.38,0,train
2654,1022,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2655,1022,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,1,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2656,1022,2025-10-18,2025-10-24,2025-10-25,2025-10-31,1,0,1,1,0.0000,3.2857,0,1,0,0,0,0,0.0000,1,1,0.00,0.00,2.50,0,train
2657,1022,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2658,1022,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2659,1022,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2660,1023,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2661,1023,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2662,1023,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2663,1023,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2664,1023,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,1,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2665,1023,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,1,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.13,0.33,-0.38,0,train
2666,1023,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,1,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.13,0.33,-0.38,0,train
2667,1023,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,1,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2668,1023,2025-10-18,2025-10-24,2025-10-25,2025-10-31,11,0,10,11,0.0000,3.7143,11,0,0,0,0,0,1.0000,1,11,0.50,0.71,14.85,0,train
2669,1023,2025-10-18,2025-10-24,2025-10-25,2025-10-31,0,0,0,1,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.13,0.33,-0.38,0,train
