case_id,date,time,district,station,crime_category,status,latitude,longitude,victim_age,victim_gender,modus_operandi,suspect_count,estimated_loss_inr
KSP-2026-005375,2023-03-27,19:41,Davanagere,Davanagere Police Station 1,Burglary,Open,16.349388,75.800495,68,Male,Cyber extortion using fake social media profile,2,72106
KSP-2026-005376,2024-06-08,16:29,Davanagere,Davanagere Police Station 2,Narcotics,Under Investigation,12.646736,75.562731,73,Male,Stolen vehicle used for getaway,2,0
KSP-2026-005377,2023-11-26,18:26,Mysuru,Mysuru Police Station 2,Kidnapping,Open,13.228065,76.106064,52,Female,Group of 3 suspects on motorcycle,3,0
KSP-2026-005378,2024-03-13,20:44,Hubballi-Dharwad,Hubballi-Dharwad Police Station 2,Public Nuisance,Under Investigation,16.87325,75.009615,53,Female,Stolen vehicle used for getaway,2,0
KSP-2026-005379,2025-09-03,21:41,Mysuru,Mysuru Police Station 2,Homicide,Cold Case,13.95385,74.383251,53,Other,Stolen vehicle used for getaway,3,0
KSP-2026-005380,2024-06-30,14:07,Bengaluru Urban,Bengaluru Urban Police Station 4,Assault,Cold Case,13.479916,75.617991,61,Male,Cyber extortion using fake social media profile,1,0
KSP-2026-005381,2025-06-12,09:05,Shivamogga,Shivamogga Police Station 4,Burglary,Open,13.156918,77.427244,25,Male,Group of 3 suspects on motorcycle,0,461494
KSP-2026-005382,2025-06-16,06:33,Mysuru,Mysuru Police Station 2,Burglary,Closed,16.948331,77.988349,60,Female,Entered through back window at night,3,294886
KSP-2026-005383,2024-03-06,00:19,Ballari,Ballari Police Station 5,Fraud,Charge Sheet Filed,17.370603,78.191842,22,Male,Financial fraud promising high returns,1,419517
KSP-2026-005384,2024-07-29,14:19,Davanagere,Davanagere Police Station 4,Theft,Cold Case,13.1477,75.890646,19,Female,Group of 3 suspects on motorcycle,2,465254
KSP-2026-005385,2024-06-22,05:01,Mysuru,Mysuru Police Station 1,Assault,Open,15.988951,76.993771,22,Male,Stolen vehicle used for getaway,0,0
KSP-2026-005386,2024-10-18,17:48,Mangaluru,Mangaluru Police Station 3,Assault,Closed,14.445869,76.091174,62,Female,Targeted elderly victim on street,0,0
KSP-2026-005387,2024-09-07,19:16,Vijayapura,Vijayapura Police Station 5,Fraud,Closed,17.910865,77.953221,26,Female,Used phishing link via SMS,3,67389
KSP-2026-005388,2025-12-06,03:53,Davanagere,Davanagere Police Station 5,Burglary,Charge Sheet Filed,12.087774,74.905642,74,Male,Entered through back window at night,3,394729
KSP-2026-005389,2025-10-23,09:42,Mysuru,Mysuru Police Station 1,Extortion,Charge Sheet Filed,12.135713,75.032916,52,Female,Group of 3 suspects on motorcycle,1,0
KSP-2026-005390,2023-07-01,17:29,Mangaluru,Mangaluru Police Station 5,Cyber Crime,Closed,14.436519,76.893695,28,Other,Entered through back window at night,3,99578
KSP-2026-005391,2025-11-07,10:03,Hubballi-Dharwad,Hubballi-Dharwad Police Station 2,Assault,Open,17.672987,75.457113,62,Other,Group of 3 suspects on motorcycle,3,0
KSP-2026-005392,2024-11-18,23:11,Davanagere,Davanagere Police Station 2,Cyber Crime,Under Investigation,12.445705,77.599395,53,Other,Cyber extortion using fake social media profile,0,328678
KSP-2026-005393,2023-08-10,00:13,Bengaluru Urban,Bengaluru Urban Police Station 1,Kidnapping,Under Investigation,11.546452,75.657873,79,Female,Financial fraud promising high returns,0,0
KSP-2026-005394,2024-01-07,00:12,Vijayapura,Vijayapura Police Station 1,Cyber Crime,Under Investigation,13.741178,76.97913,44,Male,Group of 3 suspects on motorcycle,1,52844
KSP-2026-005395,2024-09-28,02:38,Belagavi,Belagavi Police Station 3,Fraud,Under Investigation,12.903507,75.67639,38,Other,Entered through back window at night,3,426353
KSP-2026-005396,2024-05-08,05:10,Mysuru,Mysuru Police Station 5,Assault,Under Investigation,14.463358,75.449603,62,Other,Stolen vehicle used for getaway,3,0
KSP-2026-005397,2025-06-28,16:06,Hubballi-Dharwad,Hubballi-Dharwad Police Station 5,Kidnapping,Open,14.833164,77.458316,31,Female,Cyber extortion using fake social media profile,3,0
KSP-2026-005398,2024-10-29,02:35,Bengaluru Urban,Bengaluru Urban Police Station 5,Kidnapping,Closed,13.117935,78.457912,71,Female,Used phishing link via SMS,3,0
KSP-2026-005399,2024-01-14,04:59,Hubballi-Dharwad,Hubballi-Dharwad Police Station 4,Extortion,Cold Case,15.195674,74.297948,80,Female,Entered through back window at night,2,0
KSP-2026-005400,2023-11-16,07:17,Vijayapura,Vijayapura Police Station 5,Homicide,Under Investigation,12.009868,74.328228,40,Other,Stolen vehicle used for getaway,1,0
KSP-2026-005401,2024-10-16,07:37,Bengaluru Urban,Bengaluru Urban Police Station 2,Cyber Crime,Cold Case,15.873458,77.892111,65,Female,Targeted elderly victim on street,3,227331
KSP-2026-005402,2023-01-31,23:15,Hubballi-Dharwad,Hubballi-Dharwad Police Station 5,Extortion,Open,13.862654,76.029823,52,Female,Cyber extortion using fake social media profile,1,0
KSP-2026-005403,2025-06-16,21:49,Shivamogga,Shivamogga Police Station 3,Extortion,Charge Sheet Filed,14.86878,76.683155,20,Male,Used phishing link via SMS,1,0
KSP-2026-005404,2023-01-28,17:46,Belagavi,Belagavi Police Station 3,Assault,Charge Sheet Filed,14.951273,74.308873,54,Male,Targeted elderly victim on street,0,0
KSP-2026-005405,2025-03-09,12:38,Vijayapura,Vijayapura Police Station 4,Extortion,Open,11.617058,75.039806,48,Other,Entered through back window at night,1,0
KSP-2026-005406,2025-04-26,04:20,Hubballi-Dharwad,Hubballi-Dharwad Police Station 4,Burglary,Charge Sheet Filed,14.33723,76.031572,60,Female,Financial fraud promising high returns,2,30186
KSP-2026-005407,2025-02-05,19:17,Bengaluru Urban,Bengaluru Urban Police Station 3,Kidnapping,Cold Case,17.472052,77.216254,73,Female,Stolen vehicle used for getaway,1,0
KSP-2026-005408,2023-09-24,19:18,Hubballi-Dharwad,Hubballi-Dharwad Police Station 5,Narcotics,Open,15.6641,76.260821,63,Male,Entered through back window at night,1,0
KSP-2026-005409,2023-05-10,04:37,Mysuru,Mysuru Police Station 1,Homicide,Charge Sheet Filed,17.128451,77.673475,37,Female,Financial fraud promising high returns,1,0
KSP-2026-005410,2025-09-01,04:10,Mysuru,Mysuru Police Station 4,Theft,Closed,13.502722,75.24311,64,Male,Entered through back window at night,1,127048
KSP-2026-005411,2025-09-24,08:36,Davanagere,Davanagere Police Station 3,Public Nuisance,Cold Case,17.176983,76.953369,19,Other,Cyber extortion using fake social media profile,1,0
KSP-2026-005412,2023-03-05,13:57,Kalaburagi,Kalaburagi Police Station 3,Theft,Cold Case,12.6441,74.66822,18,Other,Cyber extortion using fake social media profile,0,36057
KSP-2026-005413,2025-05-30,06:50,Kalaburagi,Kalaburagi Police Station 1,Public Nuisance,Closed,15.635857,76.717098,47,Female,Group of 3 suspects on motorcycle,1,0
KSP-2026-005414,2023-02-03,11:11,Hubballi-Dharwad,Hubballi-Dharwad Police Station 2,Extortion,Charge Sheet Filed,12.169078,77.189053,66,Female,Targeted elderly victim on street,1,0
KSP-2026-005415,2025-07-18,14:29,Shivamogga,Shivamogga Police Station 5,Kidnapping,Charge Sheet Filed,16.784513,75.144137,43,Male,Targeted elderly victim on street,2,0
KSP-2026-005416,2025-03-06,00:38,Belagavi,Belagavi Police Station 5,Cyber Crime,Closed,16.401273,78.323428,28,Male,Group of 3 suspects on motorcycle,3,424771
KSP-2026-005417,2023-08-24,05:45,Mysuru,Mysuru Police Station 5,Theft,Open,14.834557,74.640428,44,Other,Entered through back window at night,3,306633
KSP-2026-005418,2024-05-13,06:06,Hubballi-Dharwad,Hubballi-Dharwad Police Station 3,Assault,Open,14.237132,74.791306,62,Other,Used phishing link via SMS,1,0
KSP-2026-005419,2025-06-06,20:27,Vijayapura,Vijayapura Police Station 3,Narcotics,Closed,11.566863,74.313818,22,Other,Used phishing link via SMS,0,0
KSP-2026-005420,2025-10-25,04:36,Vijayapura,Vijayapura Police Station 1,Burglary,Open,18.002766,76.172156,68,Female,Cyber extortion using fake social media profile,2,405938
KSP-2026-005421,2025-05-27,06:39,Bengaluru Urban,Bengaluru Urban Police Station 1,Assault,Cold Case,17.820354,77.336327,32,Female,Used phishing link via SMS,2,0
KSP-2026-005422,2025-09-02,07:38,Mangaluru,Mangaluru Police Station 2,Extortion,Closed,15.588675,77.013657,28,Female,Cyber extortion using fake social media profile,3,0
KSP-2026-005423,2023-12-28,18:34,Davanagere,Davanagere Police Station 4,Theft,Cold Case,15.811225,76.686736,41,Male,Group of 3 suspects on motorcycle,3,54478
KSP-2026-005424,2024-11-24,11:49,Kalaburagi,Kalaburagi Police Station 5,Extortion,Under Investigation,16.550352,77.289366,21,Female,Stolen vehicle used for getaway,1,0
KSP-2026-005425,2023-07-29,08:22,Bengaluru Urban,Bengaluru Urban Police Station 3,Narcotics,Charge Sheet Filed,14.410801,77.326171,24,Female,Targeted elderly victim on street,3,0
KSP-2026-005426,2024-03-03,21:22,Kalaburagi,Kalaburagi Police Station 3,Burglary,Cold Case,12.437501,77.615117,71,Female,Financial fraud promising high returns,0,83245
KSP-2026-005427,2024-09-30,12:41,Kalaburagi,Kalaburagi Police Station 3,Public Nuisance,Cold Case,17.093691,74.026229,50,Female,Used phishing link via SMS,1,0
KSP-2026-005428,2025-10-16,22:01,Ballari,Ballari Police Station 5,Public Nuisance,Cold Case,14.609692,74.99585,26,Male,Group of 3 suspects on motorcycle,1,0
KSP-2026-005429,2025-10-05,12:59,Davanagere,Davanagere Police Station 2,Homicide,Charge Sheet Filed,12.940589,78.471931,74,Other,Targeted elderly victim on street,0,0
KSP-2026-005430,2023-06-22,11:16,Mysuru,Mysuru Police Station 4,Burglary,Cold Case,13.624945,78.294684,60,Female,Cyber extortion using fake social media profile,0,173743
KSP-2026-005431,2023-03-12,13:59,Vijayapura,Vijayapura Police Station 4,Public Nuisance,Cold Case,15.016011,76.014292,26,Male,Used phishing link via SMS,1,0
KSP-2026-005432,2025-01-30,04:15,Bengaluru Urban,Bengaluru Urban Police Station 2,Public Nuisance,Cold Case,13.321836,75.106304,41,Female,Targeted elderly victim on street,2,0
KSP-2026-005433,2025-12-28,03:57,Hubballi-Dharwad,Hubballi-Dharwad Police Station 3,Narcotics,Closed,18.003087,75.355523,19,Other,Used phishing link via SMS,1,0
KSP-2026-005434,2025-11-13,20:12,Belagavi,Belagavi Police Station 2,Burglary,Under Investigation,15.808409,75.693535,74,Other,Cyber extortion using fake social media profile,3,229645
KSP-2026-005435,2025-05-29,17:16,Mysuru,Mysuru Police Station 1,Burglary,Under Investigation,14.081992,76.377523,51,Male,Financial fraud promising high returns,0,222199
KSP-2026-005436,2023-05-03,19:40,Mangaluru,Mangaluru Police Station 1,Theft,Cold Case,12.395944,75.152935,38,Other,Used phishing link via SMS,3,78469
KSP-2026-005437,2024-04-25,14:55,Ballari,Ballari Police Station 2,Assault,Closed,17.958113,78.428611,69,Other,Cyber extortion using fake social media profile,3,0
KSP-2026-005438,2024-05-18,13:08,Mysuru,Mysuru Police Station 4,Extortion,Open,16.339385,77.782215,34,Other,Used phishing link via SMS,0,0
KSP-2026-005439,2025-04-13,18:44,Belagavi,Belagavi Police Station 1,Public Nuisance,Open,17.93704,75.641887,31,Female,Targeted elderly victim on street,0,0
KSP-2026-005440,2023-01-23,13:29,Bengaluru Urban,Bengaluru Urban Police Station 2,Burglary,Charge Sheet Filed,18.259027,76.653441,60,Female,Entered through back window at night,1,441180
KSP-2026-005441,2023-05-22,18:24,Shivamogga,Shivamogga Police Station 4,Homicide,Under Investigation,17.197774,75.795671,58,Other,Group of 3 suspects on motorcycle,0,0
KSP-2026-005442,2025-01-12,10:38,Shivamogga,Shivamogga Police Station 2,Homicide,Cold Case,14.348778,76.593023,47,Other,Targeted elderly victim on street,1,0
KSP-2026-005443,2023-06-08,06:09,Bengaluru Urban,Bengaluru Urban Police Station 1,Assault,Under Investigation,13.366022,77.069122,55,Female,Used phishing link via SMS,0,0
KSP-2026-005444,2023-09-14,00:26,Hubballi-Dharwad,Hubballi-Dharwad Police Station 2,Kidnapping,Charge Sheet Filed,18.152673,76.247091,60,Female,Entered through back window at night,3,0
KSP-2026-005445,2023-03-13,18:52,Davanagere,Davanagere Police Station 5,Burglary,Cold Case,12.960469,75.863946,74,Other,Group of 3 suspects on motorcycle,0,461271
KSP-2026-005446,2024-04-11,20:04,Belagavi,Belagavi Police Station 3,Extortion,Open,14.899226,77.67035,43,Female,Cyber extortion using fake social media profile,3,0
KSP-2026-005447,2023-09-29,08:05,Vijayapura,Vijayapura Police Station 2,Homicide,Closed,14.479688,78.197919,55,Female,Group of 3 suspects on motorcycle,2,0
KSP-2026-005448,2025-01-17,04:01,Ballari,Ballari Police Station 3,Fraud,Under Investigation,15.348093,74.568612,76,Male,Financial fraud promising high returns,0,363035
KSP-2026-005449,2025-10-01,19:21,Hubballi-Dharwad,Hubballi-Dharwad Police Station 5,Burglary,Closed,13.044459,78.095672,34,Female,Financial fraud promising high returns,0,227078
KSP-2026-005450,2024-09-12,13:21,Hubballi-Dharwad,Hubballi-Dharwad Police Station 2,Extortion,Open,17.702146,76.161777,44,Female,Used phishing link via SMS,3,0
KSP-2026-005451,2023-01-12,21:16,Belagavi,Belagavi Police Station 3,Assault,Cold Case,13.460069,76.387034,62,Male,Targeted elderly victim on street,2,0
KSP-2026-005452,2024-08-24,23:34,Bengaluru Urban,Bengaluru Urban Police Station 1,Burglary,Under Investigation,17.188096,76.51313,73,Male,Cyber extortion using fake social media profile,2,227513
KSP-2026-005453,2023-04-05,08:35,Bengaluru Urban,Bengaluru Urban Police Station 1,Narcotics,Charge Sheet Filed,16.8428,74.013892,35,Male,Cyber extortion using fake social media profile,1,0
KSP-2026-005454,2024-08-28,03:43,Kalaburagi,Kalaburagi Police Station 3,Kidnapping,Cold Case,18.047609,76.319035,66,Other,Targeted elderly victim on street,0,0
KSP-2026-005455,2024-03-03,15:28,Mangaluru,Mangaluru Police Station 4,Public Nuisance,Open,17.976444,74.78147,33,Male,Used phishing link via SMS,3,0
KSP-2026-005456,2025-09-15,21:04,Hubballi-Dharwad,Hubballi-Dharwad Police Station 4,Assault,Under Investigation,16.296049,76.924557,18,Other,Group of 3 suspects on motorcycle,1,0
KSP-2026-005457,2025-04-03,08:16,Mysuru,Mysuru Police Station 1,Public Nuisance,Closed,15.867548,75.964868,34,Male,Used phishing link via SMS,3,0
KSP-2026-005458,2024-02-08,11:00,Shivamogga,Shivamogga Police Station 1,Theft,Under Investigation,17.503129,76.57317,56,Female,Entered through back window at night,0,480074
KSP-2026-005459,2025-03-10,02:21,Mysuru,Mysuru Police Station 1,Extortion,Closed,17.136954,74.656578,43,Female,Group of 3 suspects on motorcycle,3,0
KSP-2026-005460,2023-11-29,14:57,Belagavi,Belagavi Police Station 2,Public Nuisance,Closed,13.833293,78.42605,44,Female,Used phishing link via SMS,3,0
KSP-2026-005461,2024-08-18,05:53,Shivamogga,Shivamogga Police Station 4,Cyber Crime,Charge Sheet Filed,14.075387,74.667404,76,Other,Group of 3 suspects on motorcycle,1,370438
KSP-2026-005462,2023-09-18,08:41,Mysuru,Mysuru Police Station 3,Homicide,Cold Case,16.306986,78.069305,75,Female,Cyber extortion using fake social media profile,1,0
KSP-2026-005463,2025-12-14,21:40,Hubballi-Dharwad,Hubballi-Dharwad Police Station 2,Narcotics,Charge Sheet Filed,16.610892,76.152077,33,Other,Entered through back window at night,1,0
KSP-2026-005464,2023-05-20,05:24,Kalaburagi,Kalaburagi Police Station 5,Homicide,Under Investigation,12.149847,76.129671,55,Male,Group of 3 suspects on motorcycle,3,0
KSP-2026-005465,2024-02-20,15:41,Vijayapura,Vijayapura Police Station 4,Theft,Cold Case,17.057105,74.814401,31,Female,Used phishing link via SMS,1,432837
KSP-2026-005466,2023-08-24,13:43,Mysuru,Mysuru Police Station 1,Fraud,Under Investigation,16.045266,77.720303,60,Male,Entered through back window at night,0,120569
KSP-2026-005467,2023-04-29,02:04,Mysuru,Mysuru Police Station 3,Public Nuisance,Cold Case,16.457537,77.463198,19,Female,Entered through back window at night,0,0
KSP-2026-005468,2025-03-24,12:51,Bengaluru Urban,Bengaluru Urban Police Station 4,Assault,Charge Sheet Filed,16.519955,76.89065,74,Female,Entered through back window at night,2,0
KSP-2026-005469,2025-09-28,02:09,Shivamogga,Shivamogga Police Station 1,Kidnapping,Under Investigation,15.462615,76.302826,47,Female,Stolen vehicle used for getaway,2,0
KSP-2026-005470,2023-05-31,20:24,Hubballi-Dharwad,Hubballi-Dharwad Police Station 3,Assault,Under Investigation,13.728768,76.115818,68,Other,Cyber extortion using fake social media profile,2,0
KSP-2026-005471,2025-06-15,20:45,Shivamogga,Shivamogga Police Station 3,Cyber Crime,Cold Case,18.13767,76.931876,50,Other,Group of 3 suspects on motorcycle,1,27985
KSP-2026-005472,2024-11-30,06:08,Bengaluru Urban,Bengaluru Urban Police Station 4,Theft,Charge Sheet Filed,14.10524,77.527514,63,Male,Entered through back window at night,1,315173
KSP-2026-005473,2024-10-12,15:01,Kalaburagi,Kalaburagi Police Station 1,Cyber Crime,Under Investigation,15.91809,74.378904,30,Other,Cyber extortion using fake social media profile,1,51744
KSP-2026-005474,2025-04-27,10:51,Mysuru,Mysuru Police Station 2,Homicide,Closed,14.019336,76.147286,29,Female,Cyber extortion using fake social media profile,2,0
KSP-2026-005475,2024-05-29,01:54,Hubballi-Dharwad,Hubballi-Dharwad Police Station 4,Public Nuisance,Closed,16.943139,75.198591,70,Male,Stolen vehicle used for getaway,1,0
KSP-2026-005476,2023-11-27,21:40,Bengaluru Urban,Bengaluru Urban Police Station 1,Burglary,Cold Case,16.713255,76.417033,76,Female,Targeted elderly victim on street,2,303433
KSP-2026-005477,2023-12-30,15:57,Bengaluru Urban,Bengaluru Urban Police Station 3,Theft,Under Investigation,11.728359,78.02988,76,Female,Used phishing link via SMS,0,297029
KSP-2026-005478,2025-10-12,18:03,Shivamogga,Shivamogga Police Station 4,Kidnapping,Closed,16.926822,74.625213,42,Other,Entered through back window at night,3,0
KSP-2026-005479,2023-06-09,10:59,Mangaluru,Mangaluru Police Station 4,Extortion,Under Investigation,13.296675,76.552508,33,Female,Stolen vehicle used for getaway,2,0
KSP-2026-005480,2023-02-03,14:02,Belagavi,Belagavi Police Station 4,Kidnapping,Open,16.408174,74.866112,52,Other,Financial fraud promising high returns,2,0
KSP-2026-005481,2024-01-30,10:08,Kalaburagi,Kalaburagi Police Station 1,Assault,Open,17.314802,77.945359,71,Female,Financial fraud promising high returns,2,0
KSP-2026-005482,2023-11-21,00:37,Mysuru,Mysuru Police Station 1,Cyber Crime,Under Investigation,15.978313,77.506662,29,Female,Group of 3 suspects on motorcycle,3,200441
KSP-2026-005483,2024-11-20,02:45,Kalaburagi,Kalaburagi Police Station 4,Cyber Crime,Under Investigation,17.666751,75.023524,40,Other,Cyber extortion using fake social media profile,1,162570
KSP-2026-005484,2023-04-26,18:40,Hubballi-Dharwad,Hubballi-Dharwad Police Station 3,Assault,Charge Sheet Filed,17.306278,74.964738,38,Other,Used phishing link via SMS,1,0
KSP-2026-005485,2025-04-29,22:41,Davanagere,Davanagere Police Station 3,Theft,Open,18.019652,75.89925,55,Other,Entered through back window at night,2,195329
KSP-2026-005486,2025-11-20,14:19,Davanagere,Davanagere Police Station 1,Assault,Charge Sheet Filed,16.154045,78.312263,68,Other,Entered through back window at night,2,0
KSP-2026-005487,2024-04-21,21:20,Belagavi,Belagavi Police Station 2,Narcotics,Under Investigation,13.648152,77.631468,77,Male,Cyber extortion using fake social media profile,3,0
KSP-2026-005488,2025-09-13,18:59,Bengaluru Urban,Bengaluru Urban Police Station 1,Theft,Closed,18.189078,78.055287,34,Other,Entered through back window at night,2,354880
KSP-2026-005489,2024-08-02,12:45,Vijayapura,Vijayapura Police Station 5,Homicide,Cold Case,18.337644,77.74657,22,Other,Stolen vehicle used for getaway,2,0
KSP-2026-005490,2023-05-18,03:36,Vijayapura,Vijayapura Police Station 5,Burglary,Charge Sheet Filed,16.987425,78.171227,68,Male,Stolen vehicle used for getaway,1,422948
KSP-2026-005491,2024-05-20,22:35,Shivamogga,Shivamogga Police Station 3,Narcotics,Cold Case,13.729494,76.918556,37,Male,Used phishing link via SMS,0,0
KSP-2026-005492,2023-02-25,09:43,Davanagere,Davanagere Police Station 5,Extortion,Closed,14.483894,74.95107,23,Female,Stolen vehicle used for getaway,1,0
KSP-2026-005493,2023-03-31,19:29,Bengaluru Urban,Bengaluru Urban Police Station 1,Homicide,Closed,14.232514,74.887079,34,Female,Stolen vehicle used for getaway,1,0
KSP-2026-005494,2024-12-19,02:59,Shivamogga,Shivamogga Police Station 5,Narcotics,Closed,13.914674,75.709765,42,Other,Group of 3 suspects on motorcycle,1,0
KSP-2026-005495,2023-08-18,01:32,Shivamogga,Shivamogga Police Station 1,Burglary,Closed,14.473511,76.313091,46,Female,Used phishing link via SMS,1,480507
KSP-2026-005496,2025-07-03,15:43,Kalaburagi,Kalaburagi Police Station 2,Burglary,Open,11.665353,75.320156,75,Female,Entered through back window at night,0,112018
KSP-2026-005497,2023-04-17,05:41,Bengaluru Urban,Bengaluru Urban Police Station 3,Burglary,Open,17.234632,76.825073,29,Other,Cyber extortion using fake social media profile,2,191789
KSP-2026-005498,2025-03-09,13:29,Vijayapura,Vijayapura Police Station 4,Extortion,Charge Sheet Filed,14.777378,77.040509,44,Male,Entered through back window at night,3,0
KSP-2026-005499,2023-05-30,04:59,Davanagere,Davanagere Police Station 2,Kidnapping,Cold Case,11.866186,78.485184,61,Other,Stolen vehicle used for getaway,0,0
KSP-2026-005500,2025-05-23,04:36,Mangaluru,Mangaluru Police Station 2,Kidnapping,Open,14.376521,75.988095,34,Female,Cyber extortion using fake social media profile,3,0
KSP-2026-005501,2024-02-18,19:07,Belagavi,Belagavi Police Station 3,Extortion,Closed,17.248141,77.777712,38,Female,Group of 3 suspects on motorcycle,1,0
KSP-2026-005502,2024-04-13,00:27,Hubballi-Dharwad,Hubballi-Dharwad Police Station 5,Fraud,Cold Case,14.053492,77.58924,61,Female,Financial fraud promising high returns,1,369576
KSP-2026-005503,2023-08-29,16:22,Ballari,Ballari Police Station 3,Homicide,Charge Sheet Filed,16.777904,77.964376,30,Female,Group of 3 suspects on motorcycle,0,0
KSP-2026-005504,2023-01-10,05:19,Mysuru,Mysuru Police Station 2,Fraud,Closed,17.299935,75.163358,40,Female,Group of 3 suspects on motorcycle,2,295589
KSP-2026-005505,2023-09-05,10:39,Mangaluru,Mangaluru Police Station 3,Burglary,Charge Sheet Filed,14.407732,76.176094,71,Male,Stolen vehicle used for getaway,3,76771
KSP-2026-005506,2025-11-20,05:47,Mangaluru,Mangaluru Police Station 2,Burglary,Open,17.60571,76.934877,59,Female,Entered through back window at night,1,249855
KSP-2026-005507,2023-01-01,15:38,Vijayapura,Vijayapura Police Station 3,Burglary,Closed,13.153529,76.414073,47,Female,Group of 3 suspects on motorcycle,2,350919
KSP-2026-005508,2025-09-22,22:48,Hubballi-Dharwad,Hubballi-Dharwad Police Station 3,Narcotics,Cold Case,16.545218,74.394875,62,Male,Stolen vehicle used for getaway,3,0
KSP-2026-005509,2025-11-09,08:44,Hubballi-Dharwad,Hubballi-Dharwad Police Station 5,Extortion,Closed,13.653882,74.278038,43,Female,Targeted elderly victim on street,3,0
KSP-2026-005510,2024-05-20,04:04,Davanagere,Davanagere Police Station 3,Cyber Crime,Open,14.255324,76.391691,68,Male,Cyber extortion using fake social media profile,0,310545
KSP-2026-005511,2023-03-16,17:54,Kalaburagi,Kalaburagi Police Station 4,Theft,Charge Sheet Filed,17.764967,74.48292,55,Male,Financial fraud promising high returns,3,414383
KSP-2026-005512,2023-01-22,17:34,Belagavi,Belagavi Police Station 3,Extortion,Closed,16.812063,75.288666,19,Other,Entered through back window at night,0,0
KSP-2026-005513,2024-11-24,17:55,Bengaluru Urban,Bengaluru Urban Police Station 1,Assault,Under Investigation,12.224821,76.508454,70,Female,Stolen vehicle used for getaway,2,0
KSP-2026-005514,2023-07-06,15:59,Bengaluru Urban,Bengaluru Urban Police Station 3,Theft,Cold Case,17.319659,74.437545,33,Male,Used phishing link via SMS,0,251282
KSP-2026-005515,2024-07-21,16:33,Bengaluru Urban,Bengaluru Urban Police Station 3,Fraud,Under Investigation,12.26465,77.56921,56,Female,Targeted elderly victim on street,1,472387
KSP-2026-005516,2025-05-06,08:34,Shivamogga,Shivamogga Police Station 5,Theft,Charge Sheet Filed,17.162003,77.158548,30,Female,Cyber extortion using fake social media profile,3,334202
KSP-2026-005517,2024-07-05,11:53,Mysuru,Mysuru Police Station 1,Fraud,Closed,14.349346,75.288398,60,Female,Cyber extortion using fake social media profile,2,73652
KSP-2026-005518,2023-06-23,10:40,Davanagere,Davanagere Police Station 2,Assault,Under Investigation,13.039082,76.310241,19,Male,Used phishing link via SMS,2,0
KSP-2026-005519,2023-06-10,10:11,Ballari,Ballari Police Station 5,Public Nuisance,Under Investigation,15.67361,76.767149,28,Female,Used phishing link via SMS,2,0
KSP-2026-005520,2024-03-09,07:40,Shivamogga,Shivamogga Police Station 4,Homicide,Cold Case,12.652953,76.599003,46,Female,Entered through back window at night,3,0
KSP-2026-005521,2024-02-11,03:47,Ballari,Ballari Police Station 3,Extortion,Closed,16.628562,78.156186,67,Female,Cyber extortion using fake social media profile,1,0
KSP-2026-005522,2025-07-19,07:12,Mysuru,Mysuru Police Station 4,Extortion,Charge Sheet Filed,12.58872,76.409633,69,Female,Cyber extortion using fake social media profile,0,0
KSP-2026-005523,2024-03-28,17:45,Kalaburagi,Kalaburagi Police Station 4,Fraud,Closed,16.361359,77.587829,54,Male,Stolen vehicle used for getaway,1,146875
KSP-2026-005524,2025-12-22,14:53,Vijayapura,Vijayapura Police Station 3,Kidnapping,Closed,11.735384,76.854713,28,Other,Cyber extortion using fake social media profile,0,0
KSP-2026-005525,2025-10-17,22:24,Vijayapura,Vijayapura Police Station 4,Fraud,Closed,15.192122,76.460467,26,Female,Used phishing link via SMS,1,285667
KSP-2026-005526,2024-02-01,04:24,Davanagere,Davanagere Police Station 4,Extortion,Closed,13.144644,74.074069,66,Female,Targeted elderly victim on street,2,0
KSP-2026-005527,2025-02-04,18:14,Mysuru,Mysuru Police Station 5,Public Nuisance,Closed,14.175801,78.335969,29,Male,Cyber extortion using fake social media profile,0,0
KSP-2026-005528,2023-04-19,01:27,Vijayapura,Vijayapura Police Station 4,Theft,Under Investigation,14.740611,76.773692,68,Male,Cyber extortion using fake social media profile,0,41664
KSP-2026-005529,2024-02-08,23:27,Vijayapura,Vijayapura Police Station 1,Public Nuisance,Charge Sheet Filed,16.47303,77.632309,24,Female,Financial fraud promising high returns,1,0
KSP-2026-005530,2025-08-19,04:29,Belagavi,Belagavi Police Station 3,Public Nuisance,Open,12.704509,76.82504,72,Female,Entered through back window at night,0,0
KSP-2026-005531,2025-07-06,21:29,Bengaluru Urban,Bengaluru Urban Police Station 1,Kidnapping,Open,11.545687,77.273943,29,Male,Used phishing link via SMS,1,0
KSP-2026-005532,2024-07-17,20:44,Mangaluru,Mangaluru Police Station 4,Kidnapping,Charge Sheet Filed,16.447424,74.518099,32,Male,Cyber extortion using fake social media profile,0,0
KSP-2026-005533,2024-04-24,03:32,Belagavi,Belagavi Police Station 2,Narcotics,Under Investigation,12.99286,77.569708,58,Other,Entered through back window at night,2,0
KSP-2026-005534,2024-05-31,01:33,Hubballi-Dharwad,Hubballi-Dharwad Police Station 1,Fraud,Closed,17.770944,77.846323,75,Male,Used phishing link via SMS,0,217595
KSP-2026-005535,2025-11-05,12:40,Vijayapura,Vijayapura Police Station 5,Assault,Open,14.44243,78.071116,20,Male,Stolen vehicle used for getaway,0,0
